co_localite_pj|co_localite_insse|co_localite_insee_pj|lib_commune|principale
05516300|55163|55163|Doncourt aux Templiers|1
05516400|55164|55164|Douaumont|1
05516500|55165|55165|Doulcon|1
05516600|55166|55166|Dugny sur Meuse|1
05516700|55167|55167|Dun sur Meuse|1
05516800|55168|55168|Duzey|1
05516900|55169|55169|Ecouviez|1
05517000|55170|55170|Ecurey en Verdunois|1
05517100|55171|55171|Eix|1
05517200|55172|55172|Les Eparges|1
05517300|55173|55173|Epiez sur Meuse|1
05517400|55174|55174|Epinonville|1
05517600|55175|55175|Erize la Brûlée|1
05517650|55442|05517650|Erize la Grande|0
05517700|55177|55177|Erize la Petite|1
05517800|55178|55178|Erize Saint Dizier|1
05517850|55000|05517850|Ernecourt|0
05517900|55179|55179|Erneville-aux-Bois|1
05518000|55180|55180|Esnes en Argonne|1
05518100|55181|55181|Etain|1
05518200|55182|55182|Eton|1
05518250|55183|55183|Etraye|1
05518300|55000|05518300|Etraye Wavrille|0
05518400|55184|55184|Euville|1
05518500|55185|55185|Evres|1
05518550|55000|05518550|Fains les Sources|0
05518600|55186|55186|Fains-Véel|1
05518700|55341|05518700|Flabas|0
05518800|55188|55188|Flassigny|1
05518900|55189|55189|Fleury devant Douaumont|1
05519000|55389|05519000|Fleury sur Aire|0
05519050|55000|05519050|Foameix|0
05519100|55191|55191|Foameix-Ornel|1
05519200|55192|55192|Fontaines Saint Clair|1
05519300|55193|55193|Forges sur Meuse|1
05519400|55194|55194|Foucaucourt sur Thabas|1
05519500|55195|55195|Fouchères aux Bois|1
05519600|55196|55196|Frémeréville sous les Côtes|1
05519700|55197|55197|Fresnes au Mont|1
05519800|55198|55198|Fresnes en Woëvre|1
05519900|55199|55199|Froidos|1
05520000|55200|55200|Fromeréville les Vallons|1
05520100|55201|55201|Fromezey|1
05520200|55202|55202|Futeau|1
05520300|55123|05520300|Génicourt sous Condé|0
05520400|55204|55204|Génicourt sur Meuse|1
05520500|55026|05520500|Gérauvilliers|0
05520600|55206|55206|Gercourt et Drillancourt|1
05520700|55207|55207|Géry|1
05520800|55208|55208|Gesnes en Argonne|1
05520818|55258|55258|Geville|1
05520900|55000|05520900|Gibercy|0
05521000|55210|55210|Gimécourt|1
05521100|55211|55211|Gincrey|1
05521200|55212|55212|Girauvoisin|1
05521300|55258|05521300|Gironville sous les Côtes|0
05521400|55214|55214|Givrauval|1
05521500|55215|55215|Gondrecourt-le-Château|1
05521600|55216|55216|Gouraincourt|1
05521700|55217|55217|Goussaincourt|1
05521800|55218|55218|Gremilly|1
05521900|55219|55219|Grimaucourt en Woëvre|1
05522000|55220|55220|Grimaucourt près Sampigny|1
05522100|55221|55221|Guerpont|1
05522200|55222|55222|Gussainville|1
05522300|55267|05522300|Hadonville lès Lachaussée|0
05522400|55224|55224|Haironville|1
05522500|55225|55225|Halles sous les Côtes|1
05522600|55000|05522600|Han devant Pierrepont|0
05522700|55226|55226|Han lès Juvigny|1
05522800|55229|55229|Han-sur-Meuse|1
05522900|55228|55228|Hannonville sous les Côtes|1
05523000|55571|05523000|Haraumont|0
05523100|55123|05523100|Hargeville sur Chée|0
05523200|55232|55232|Harville|1
05523300|55551|05523300|Hattonchâtel|0
05523400|55551|05523400|Hattonville|0
05523500|55500|05523500|Haucourt la Rigole|0
05523600|55236|55236|Haudainville|1
05523700|55237|55237|Haudiomont|1
05523750|55267|05523750|Haumont lès Lachaussée|0
05523800|55002|05523800|Hautecourt lès Broville|0
05524018|55123|55123|Les Hauts-de-Chée|1
05524100|55241|55241|Heippes|1
05524200|55242|55242|Hennemont|1
05524300|55243|55243|Herbeuville|1
05524400|55244|55244|Herméville en Woëvre|1
05524500|55245|55245|Heudicourt sous les Côtes|1
05524600|55246|55246|Hévilliers|1
05524700|55247|55247|Horville en Ornois|1
05524800|55248|55248|Houdelaincourt|1
05524850|55500|05524850|Houdelaucourt sur Othain|0
05524900|55447|05524900|La Houpette|0
05525000|55250|55250|Inor|1
05525100|55251|55251|Ippécourt|1
05525200|55252|55252|Iré le Sec|1
05525300|55253|55253|Les Islettes|1
05525400|55000|05525400|Issoncourt|0
05525500|55255|55255|Jametz|1
05525600|55256|55256|Jonville en Woëvre|1
05525700|55257|55257|Jouy en Argonne|1
05525800|55000|05525800|Jouy sous les Côtes|0
05525900|55117|05525900|Jubécourt|0
05526000|55260|55260|Julvécourt|1
05526100|55261|55261|Juvigny en Perthois|1
05526200|55262|55262|Juvigny sur Loison|1
05526300|55263|55263|Koeur la Grande|1
05526400|55264|55264|Koeur la Petite|1
05526500|55265|55265|Labeuville|1
05526600|55266|55266|Lachalade|1
05526700|55267|55267|Lachaussée|1
05526800|55268|55268|Lacroix sur Meuse|1
05526900|55269|55269|Lahaymeix|1
05527000|55270|55270|Lahayville|1
05527100|55271|55271|Laheycourt|1
05527200|55272|55272|Laimont|1
05527300|55000|05527300|Lamarche en Woëvre|0
05527400|55274|55274|Lamorville|1
05527500|55275|55275|Lamouilly|1
05527550|55000|05527550|Landrecourt|0
05527600|55276|55276|Landrecourt-Lempire|1
05527800|55278|55278|Laneuville au Rupt|1
05527850|55000|05527850|Laneuville Saint Joire|0
05527900|55279|55279|Laneuville sur Meuse|1
05528000|55280|55280|Lanhères|1
05528100|55281|55281|Latour en Woëvre|1
05528200|55282|55282|Lavallée|1
05528300|55274|05528300|Lavignéville|0
05528400|55284|55284|Lavincourt|1
05528500|55285|55285|Lavoye|1
05528600|55286|55286|Lemmes|1
05528700|55276|05528700|Lempire aux Bois|0
05528800|55288|55288|Lérouville|1
05528900|55289|55289|Levoncourt|1
05529000|55290|55290|Lignières sur Aire|1
05529100|55291|55291|Ligny en Barrois|1
05529200|55292|55292|Liny devant Dun|1
05529300|55293|55293|Lion devant Dun|1
05529400|55012|05529400|Liouville|0
05529500|55295|55295|Lisle en Barrois|1
05529600|55296|55296|Lisle en Rigault|1
05529700|55297|55297|Lissey|1
05529800|55298|55298|Loisey Culey|1
05529900|55299|55299|Loison|1
05530000|55301|55301|Longchamps sur Aire|1
05530100|55300|55300|Longeaux|1
05530200|55302|55302|Longeville en Barrois|1
05530300|55303|55303|Loupmont|1
05530400|55304|55304|Louppy le Château|1
05530500|55123|05530500|Louppy sur Chée|0
05530600|55306|55306|Louppy sur Loison|1
05530800|55179|05530800|Loxéville|0
05530900|55215|05530900|Luméville en Ornois|0
05531000|55310|55310|Luzy Saint Martin|1
05531054|55000|05531054|Madine|0
05531100|55311|55311|Maizeray|1
05531200|55312|55312|Maizey|1
05531300|55313|55313|Malancourt|1
05531400|55114|05531400|Malaumont|0
05531500|55315|55315|Mandres en Barrois|1
05531600|55316|55316|Mangiennes|1
05531700|55317|55317|Manheulles|1
05531800|55123|05531800|Les Marats|0
05531900|55012|05531900|Marbotte|0
05532000|55320|55320|Marchéville en Woëvre|1
05532100|55321|55321|Marre|1
05532200|55322|55322|Marson sur Barboure|1
05532300|55323|55323|Martincourt sur Meuse|1
05532400|55324|55324|Marville|1
05532500|55325|55325|Maucourt sur Orne|1
05532600|55326|55326|Maulan|1
05532700|55327|55327|Mauvages|1
05532800|55328|55328|Maxey sur Vaise|1
05532900|55329|55329|Mécrin|1
05533000|55330|55330|Méligny le Grand|1
05533100|55331|55331|Méligny le Petit|1
05533200|55332|55332|Menaucourt|1
05533300|55333|55333|Ménil aux Bois|1
05533400|55334|55334|Ménil la Horgne|1
05533500|55335|55335|Ménil sur Saulx|1
05533600|55336|55336|Merles sur Loison|1
05533700|55060|05533700|Mesnil sous les Côtes|0
05533800|55338|55338|Milly sur Bradon|1
05533900|55339|55339|Mogeville|1
05534000|55340|55340|Mognéville|1
05534050|55000|05534050|Moirey|0
05534100|55341|55341|Moirey-Flabas-Crépion|1
05534200|55254|05534200|Mondrecourt|0
05534300|55345|55345|Mont Devant Sassey|1
05534350|55060|05534350|Mont Villers|0
05534400|55343|55343|Montblainville|1
05534500|55344|55344|Montbras|1
05534600|55346|55346|Montfaucon d'Argonne|1
05534700|55347|55347|Les Monthairons|1
05534800|55348|55348|Montiers sur Saulx|1
05534900|55349|55349|Montigny devant Sassey|1
05535000|55350|55350|Montigny lès Vaucouleurs|1
05535100|55351|55351|Montmédy|1
05535200|55352|55352|Montplonne|1
05535300|55353|55353|Montsec|1
05535500|55355|55355|Montzéville|1
05535600|55356|55356|Moranville|1
05535700|55357|55357|Morgemoulin|1
05535800|55000|05535800|Morlaincourt|0
05535900|55359|55359|Morley|1
05536000|55360|55360|Mouilly|1
05536100|55361|55361|Moulainville|1
05536200|55362|55362|Moulins Saint Hubert|1
05536300|55363|55363|Moulotte|1
05536400|55364|55364|Mouzay|1
05536500|55365|55365|Murvaux|1
05536600|55000|05536600|Mussey|0
05536700|55367|55367|Muzeray|1
05536750|55000|05536750|Naives devant Bar|0
05536800|55368|55368|Naives en Blois|1
05536900|55369|55369|Naives Rosières|1
05537000|55370|55370|Naix aux Forges|1
05537100|55371|55371|Nançois le Grand|1
05537200|55372|55372|Nançois sur Ornain|1
05537300|55373|55373|Nant le Grand|1
05537400|55374|55374|Nant le Petit|1
05537500|55375|55375|Nantillois|1
05537600|55376|55376|Nantois|1
05537700|55377|55377|Nepvant|1
05537800|55378|55378|Nettancourt|1
05537900|55379|55379|Le Neufour|1
05538000|55380|55380|Neuville en Verdunois|1
05538100|55381|55381|Neuville lès Vaucouleurs|1
05538200|55382|55382|Neuville sur Ornain|1
05538300|55383|55383|Neuvilly en Argonne|1
05538400|55384|55384|Nicey sur Aire|1
05538450|55000|05538450|Nixeville|0
05538500|55385|55385|Nixéville-Blercourt|1
05538600|55386|55386|Nonsard Lamarche|1
05538700|55387|55387|Nouillonpont|1
05538800|55388|55388|Noyers-Auzécourt|1
05538850|55000|05538850|Noyers le Val|0
05538900|55389|55389|Nubécourt|1
05539000|55358|05539000|Oëy|0
05539100|55391|55391|Olizy sur Chiers|1
05539200|55500|05539200|Ollières|0
05539300|55191|05539300|Ornel|0
05539400|55394|55394|Ornes|1
05539500|55395|55395|Osches|1
05539600|55396|55396|Ourches sur Meuse|1
05539700|55397|55397|Pagny la Blanche Côte|1
05539800|55398|55398|Pagny sur Meuse|1
05539900|55399|55399|Pareid|1
05540000|55400|55400|Parfondrupt|1
05540100|55401|55401|Les Paroches|1
05540200|55117|05540200|Parois|0
05540300|55403|55403|Peuvillers|1
05540400|55404|55404|Pierrefitte sur Aire|1
05540500|55405|55405|Pillon|1
05540600|55406|55406|Pintheville|1
05540700|55407|55407|Pont sur Meuse|1
05540800|55408|55408|Pouilly sur Meuse|1
05540900|55409|55409|Pretz en Argonne|1
05540948|55000|05540948|Les Quatre Vents|0
05541000|55410|55410|Quincy Landzécourt|1
05541060|55442|55442|Raival|1
05541100|55411|55411|Rambluzin et Benoite Vaux|1
05541200|55412|55412|Rambucourt|1
05541300|55497|05541300|Rampont|0
05541400|55414|55414|Rancourt sur Ornain|1
05541500|55415|55415|Ranzières|1
05541600|55416|55416|Rarécourt|1
05541700|55085|05541700|Raulecourt|0
05541800|55500|05541800|Réchicourt|0
05541900|55419|55419|Récicourt|1
05542000|55420|55420|Récourt le Creux|1
05542100|55421|55421|Reffroy|1
05542200|55422|55422|Regnéville sur Meuse|1
05542250|55000|05542250|Rembercourt aux Pots|0
05542300|55423|55423|Rembercourt-Sommaisne|1
05542400|55424|55424|Remennecourt|1
05542500|55425|55425|Remoiville|1
05542600|55426|55426|Resson|1
05542700|55427|55427|Revigny sur Ornain|1
05542800|55428|55428|Réville aux Bois|1
05542900|55429|55429|Riaville|1
05543000|55430|55430|Ribeaucourt|1
05543100|55431|55431|Richecourt|1
05543200|55254|05543200|Rignaucourt|0
05543300|55433|55433|Rigny la Salle|1
05543400|55434|55434|Rigny Saint Martin|1
05543500|55435|55435|Robert Espagne|1
05543600|55436|55436|Les Roises|1
05543650|55000|05543650|Romagne Gesnes|0
05543700|55437|55437|Romagne sous les Côtes|1
05543800|55438|55438|Romagne sous Montfaucon|1
05543900|55439|55439|Ronvaux|1
05544000|55000|05544000|Rosières devant Bar|0
05544100|55148|05544100|Rosières en Blois|0
05544200|55000|05544200|Rosnes|0
05544300|55443|55443|Rouvres en Woëvre|1
05544400|55444|55444|Rouvrois sur Meuse|1
05544500|55445|55445|Rouvrois sur Othain|1
05544600|55446|55446|Rumont|1
05544700|55447|55447|Rupt-aux-Nonains|1
05544800|55448|55448|Rupt devant Saint Mihiel|1
05544900|55449|55449|Rupt en Woëvre|1
05545000|55450|55450|Rupt sur Othain|1
05545100|55012|05545100|Saint Agnant sous les Côtes|0
05545200|55452|55452|Saint Amand sur Ornain|1
05545300|55453|55453|Saint André en Barrois|1
05545400|55454|55454|Saint Aubin sur Aire|1
05545500|55551|05545500|Saint Benoît en Woëvre|0
05545600|55456|55456|Saint Germain sur Meuse|1
05545700|55457|55457|Saint-Hilaire-en-Woëvre|1
05545800|55458|55458|Saint Jean lès Buzy|1
05545900|55459|55459|Saint Joire|1
05546000|55460|55460|Saint Julien sous les Côtes|1
05546100|55461|55461|Saint Laurent sur Othain|1
05546200|55462|55462|Saint Maurice sous les Côtes|1
05546300|55463|55463|Saint Mihiel|1
05546400|55464|55464|Saint Pierrevillers|1
05546500|55465|55465|Saint Remy la Calonne|1
05546600|55466|55466|Salmagne|1
05546650|55468|55468|Samogneux|1
05546700|55467|55467|Sampigny|1
05546900|55469|55469|Sassey sur Meuse|1
05547000|55470|55470|Saudrupt|1
05547100|55471|55471|Saulmory et Villefranche|1
05547200|55472|55472|Saulvaux|1
05547220|55000|05547220|Saulx en Barrois|0
05547250|55000|05547250|Saulx en Woëvre|0
05547300|55473|55473|Saulx-lès-Champlon|1
05547400|55474|55474|Sauvigny|1
05547500|55475|55475|Sauvoy|1
05547600|55476|55476|Savonnières devant Bar|1
05547700|55477|55477|Savonnières en Perthois|1
05547800|55530|05547800|Savonnières en Woëvre|0
05547900|55479|55479|Seigneulles|1
05548000|55517|05548000|Senard|0
05548100|55481|55481|Senon|1
05548200|55482|55482|Senoncourt les Maujouy|1
05548300|55530|05548300|Senonville|0
05548400|55484|55484|Septsarges|1
05548500|55485|55485|Sepvigny|1
05548600|55040|05548600|Seraucourt|0
05548642|55517|55517|Seuil-d'Argonne|1
05548700|55487|55487|Seuzey|1
05548750|55000|05548750|Seuzey Vaux|0
05548800|55488|55488|Silmont|1
05548900|55489|55489|Sivry la Perche|1
05549000|55490|55490|Sivry sur Meuse|1
05549100|55423|05549100|Sommaisne|0
05549200|55492|55492|Sommedieue|1
05549300|55493|55493|Sommeilles|1
05549400|55494|55494|Sommelonne|1
05549500|55495|55495|Sorbey|1
05549600|55496|55496|Sorcy Saint Martin|1
05549700|55000|05549700|Les Souhesmes|0
05549750|55497|55497|Les Souhesmes-Rampont|1
05549800|55498|55498|Souilly|1
05549900|55274|05549900|Spada|0
05550000|55500|55500|Spincourt|1
05550100|55501|55501|Stainville|1
05550200|55502|55502|Stenay|1
05550300|55503|55503|Taillancourt|1
05550400|55504|55504|Tannois|1
05550500|55505|55505|Thierville sur Meuse|1
05550600|55506|55506|Thillombois|1
05550700|55507|55507|Thillot|1
05550800|55508|55508|Thonne la Long|1
05550900|55509|55509|Thonne le Thil|1
05551000|55510|55510|Thonne les Prés|1
05551100|55511|55511|Thonnelle|1
05551154|55000|05551154|Les Tilleuls Vaudoncourt|0
05551200|55512|55512|Tilly sur Meuse|1
05551300|55215|05551300|Tourailles sous Bois|0
05551400|55514|55514|Trémont sur Saulx|1
05551500|55515|55515|Trésauvaux|1
05551600|55516|55516|Tréveray|1
05551700|55000|05551700|Triaucourt en Argonne|0
05551800|55000|05551800|Triconville|0
05551842|55254|55254|Les Trois-Domaines|1
05551900|55519|55519|Tronville en Barrois|1
05552000|55520|55520|Troussey|1
05552100|55521|55521|Troyon|1
05552200|55522|55522|Ugny sur Meuse|1
05552300|55523|55523|Vacherauville|1
05552400|55000|05552400|Vacon|0
05552500|55525|55525|Vadelaincourt|1
05552600|55526|55526|Vadonville|1
05552639|55366|55366|Val-d'Ornain|1
05552645|55530|55530|Valbois|1
05552700|55527|55527|Varennes en Argonne|1
05552800|55528|55528|Varnéville|1
05552900|55366|05552900|Varney|0
05553000|55000|05553000|Varvinay|0
05553100|55531|55531|Vassincourt|1
05553200|55532|55532|Vaubecourt|1
05553300|55533|55533|Vaucouleurs|1
05553400|55534|55534|Vaudeville le Haut|1
05553500|55535|55535|Vaudoncourt|1
05553600|55536|55536|Vauquois|1
05553700|55537|55537|Vaux devant Damloup|1
05553800|55472|05553800|Vaux la Grande|0
05553900|55472|05553900|Vaux la Petite|0
05554000|55540|55540|Vaux les Palameix|1
05554100|55541|55541|Vavincourt|1
05554200|55186|05554200|Véel|0
05554300|55543|55543|Velaines|1
05554400|55544|55544|Velosnes|1
05554500|55545|55545|Verdun|1
05554600|55546|55546|Verneuil Grand|1
05554700|55547|55547|Verneuil Petit|1
05554800|55184|05554800|Vertuzey|0
05554900|55549|55549|Véry|1
05555000|55551|05555000|Viéville sous les Côtes|0
05555050|55552|55552|Vigneul sous Montmédy|1
05555100|55551|55551|Vigneulles-lès-Hattonchâtel|1
05555300|55553|55553|Vignot|1
05555354|55000|05555354|Vilisle|0
05555500|55555|55555|Ville devant Belrain|1
05555600|55556|55556|Ville devant Chaumont|1
05555700|55557|55557|Ville en Woëvre|1
05555800|55184|05555800|Ville Issey|0
05555820|55567|55567|Ville sur Cousances|1
05555850|55568|55568|Ville sur Saulx|1
05555870|55554|55554|Villécloye|1
05555900|55559|55559|Villeroy sur Méholle|1
05556000|55560|55560|Villers aux Vents|1
05556100|55561|55561|Villers devant Dun|1
05556200|55562|55562|Villers le Sec|1
05556300|55563|55563|Villers lès Mangiennes|1
05556400|55000|05556400|Villers sous Bonchamp|0
05556500|55565|55565|Villers sous Pareid|1
05556600|55566|55566|Villers sur Meuse|1
05556900|55569|55569|Villotte devant Louppy|1
05557000|55570|55570|Villotte sur Aire|1
05557050|55000|05557050|Vilosnes|0
05557100|55571|55571|Vilosnes-Haraumont|1
05557200|55572|55572|Vittarville|1
05557250|55000|05557250|Void|0
05557300|55573|55573|Void Vacon|1
05557400|55574|55574|Vouthon Bas|1
05557500|55575|55575|Vouthon Haut|1
05557600|55457|05557600|Wadonville en Woëvre|0
05557700|55577|55577|Waly|1
05557800|55578|55578|Warcq|1
05557900|55579|55579|Watronville|1
05558000|55580|55580|Wavrille|1
05558100|55581|55581|Willeroncourt|1
05558200|55582|55582|Wiseppe|1
05558300|55583|55583|Woël|1
05558400|55584|55584|Woimbey|1
05558500|55093|05558500|Woinville|0
05558600|55586|55586|Xivray et Marvoisin|1
05600050|56000|05600050|Abbaye de Langonnet|0
05600100|56001|56001|Allaire|1
05600200|56002|56002|Ambon|1
05600300|56003|56003|Arradon|1
05600400|56004|56004|Arzal|1
05600500|56005|56005|Arzon|1
05600600|56006|56006|Augan|1
05600700|56007|56007|Auray|1
05600800|56008|56008|Baden|1
05600900|56009|56009|Bangor|1
05601000|56010|56010|Baud|1
05601100|56011|56011|Béganne|1
05601200|56012|56012|Beignon|1
05601250|56000|05601250|Belle Ile en Mer|0
05601300|56013|56013|Belz|1
05601400|56014|56014|Berné|1
05601500|56015|56015|Berric|1
05601600|56016|56016|Bieuzy|1
05601609|56177|05601609|Bieuzy Lanvaux|0
05601700|56017|56017|Bignan|1
05601800|56018|56018|Billiers|1
05601900|56019|56019|Billio|1
05602000|56020|56020|Bohal|1
05602010|56000|05602010|Bohalgo|0
05602020|56000|05602020|Bois de la Roche|0
05602024|56262|56262|Le Bono|1
