co_localite_pj|co_localite_insse|co_localite_insee_pj|lib_commune|principale
05409700|54097|54097|Bréménil|1
05409800|54098|54098|Brémoncourt|1
05409900|54099|54099|Briey|1
05410000|54100|54100|Brin sur Seille|1
05410100|54101|54101|Brouville|1
05410200|54102|54102|Bruley|1
05410300|54103|54103|Bruville|1
05410400|54104|54104|Buissoncourt|1
05410500|54105|54105|Bulligny|1
05410600|54106|54106|Bures|1
05410700|54107|54107|Buriville|1
05410800|54108|54108|Burthecourt aux Chênes|1
05410850|54000|05410850|Cantebonne|0
05410900|54109|54109|Ceintrey|1
05411000|54110|54110|Cerville|1
05411100|54111|54111|Chaligny|1
05411200|54112|54112|Chambley Bussières|1
05411300|54113|54113|Champenoux|1
05411400|54114|54114|Champey sur Moselle|1
05411500|54115|54115|Champigneulles|1
05411600|54116|54116|Chanteheux|1
05411700|54117|54117|Chaouilley|1
05411800|54118|54118|Charency Vezin|1
05411900|54119|54119|Charey|1
05412000|54120|54120|Charmes la Côte|1
05412100|54121|54121|Charmois|1
05412200|54122|54122|Chaudeney sur Moselle|1
05412300|54123|54123|Chavigny|1
05412400|54124|54124|Chazelles sur Albe|1
05412500|54125|54125|Chenevières|1
05412600|54126|54126|Chenicourt|1
05412700|54127|54127|Chenières|1
05412800|54128|54128|Choloy Ménillot|1
05412900|54129|54129|Cirey sur Vezouze|1
05413000|54130|54130|Clayeures|1
05413100|54131|54131|Clémery|1
05413200|54132|54132|Clérey sur Brenon|1
05413300|54133|54133|Coincourt|1
05413400|54134|54134|Colmey|1
05413500|54135|54135|Colombey les Belles|1
05413600|54136|54136|Conflans en Jarnisy|1
05413700|54137|54137|Cons la Grandville|1
05413800|54138|54138|Cosnes-et-Romain|1
05413900|54139|54139|Courbesseaux|1
05414000|54140|54140|Courcelles|1
05414100|54141|54141|Coyviller|1
05414200|54142|54142|Crantenoy|1
05414300|54143|54143|Crépey|1
05414400|54144|54144|Crévéchamps|1
05414500|54145|54145|Crévic|1
05414600|54146|54146|Crézilles|1
05414700|54147|54147|Crion|1
05414750|54365|05414750|Criviller|0
05414800|54148|54148|Croismare|1
05414900|54149|54149|Crusnes|1
05415000|54150|54150|Custines|1
05415100|54151|54151|Cutry|1
05415200|54152|54152|Damelevières|1
05415300|54153|54153|Dampvitoux|1
05415400|54154|54154|Deneuvre|1
05415500|54155|54155|Deuxville|1
05415600|54156|54156|Diarville|1
05415700|54157|54157|Dieulouard|1
05415800|54158|54158|Dolcourt|1
05415900|54159|54159|Dombasle sur Meurthe|1
05416000|54160|54160|Domèvre en Haye|1
05416100|54161|54161|Domèvre sur Vezouze|1
05416200|54162|54162|Domgermain|1
05416250|54163|54163|Domjevin|1
05416300|54164|54164|Dommarie Eulmont|1
05416500|54165|54165|Dommartemont|1
05416600|54166|54166|Dommartin la Chaussée|1
05416700|54167|54167|Dommartin lès Toul|1
05416800|54168|54168|Dommartin sous Amance|1
05416850|54000|05416850|Dompierre|0
05416900|54169|54169|Domprix|1
05417000|54170|54170|Domptail en l'Air|1
05417100|54171|54171|Doncourt lès Conflans|1
05417200|54172|54172|Doncourt-lès-Longuyon|1
05417250|54172|05417250|Doncourt lès Longuyon Cités|0
05417280|54000|05417280|Droitaumont|0
05417300|54173|54173|Drouville|1
05417400|54174|54174|Écrouves|1
05417450|54000|05417450|Ecuelle|0
05417500|54175|54175|Einvaux|1
05417600|54176|54176|Einville|1
05417700|54177|54177|Emberménil|1
05417800|54178|54178|Epiez sur Chiers|1
05417900|54179|54179|Eply|1
05418000|54180|54180|Erbéviller sur Amezule|1
05418100|54181|54181|Errouville|1
05418200|54182|54182|Essey et Maizerais|1
05418300|54183|54183|Essey la Côte|1
05418400|54184|54184|Essey lès Nancy|1
05418500|54185|54185|Etreval|1
05418600|54186|54186|Eulmont|1
05418700|54187|54187|Euvezin|1
05418800|54188|54188|Faulx|1
05418900|54189|54189|Favières|1
05419000|54190|54190|Fécocourt|1
05419100|54191|54191|Fenneviller|1
05419150|54378|05419150|Fermont|0
05419200|54192|54192|Ferrières|1
05419300|54193|54193|Fey en Haye|1
05419400|54194|54194|Fillières|1
05419450|54134|05419450|Flabeuville|0
05419500|54195|54195|Flainval|1
05419600|54196|54196|Flavigny sur Moselle|1
05419700|54197|54197|Fléville devant Nancy|1
05419800|54198|54198|Fléville Lixières|1
05419900|54199|54199|Flin|1
05420000|54200|54200|Flirey|1
05420100|54201|54201|Fontenoy la Joûte|1
05420200|54202|54202|Fontenoy sur Moselle|1
05420300|54203|54203|Forcelles Saint Gorgon|1
05420400|54204|54204|Forcelles sous Gugney|1
05420500|54205|54205|Foug|1
05420600|54206|54206|Fraimbois|1
05420700|54207|54207|Fraisnes en Saintois|1
05420800|54208|54208|Francheville|1
05420900|54209|54209|Franconville|1
05421000|54210|54210|Fréménil|1
05421100|54211|54211|Frémonville|1
05421200|54212|54212|Fresnois la Montagne|1
05421300|54213|54213|Friauville|1
05421400|54214|54214|Frolois|1
05421500|54215|54215|Frouard|1
05421600|54216|54216|Froville|1
05421700|54217|54217|Gélacourt|1
05421800|54218|54218|Gélaucourt|1
05421900|54219|54219|Gellenoncourt|1
05422000|54220|54220|Gémonville|1
05422050|54048|05422050|Genaville|0
05422100|54221|54221|Gerbécourt et Haplemont|1
05422200|54222|54222|Gerbéviller|1
05422300|54223|54223|Germiny|1
05422400|54224|54224|Germonville|1
05422500|54225|54225|Gézoncourt|1
05422600|54226|54226|Gibeaumeix|1
05422700|54227|54227|Giraumont|1
05422800|54228|54228|Giriviller|1
05422900|54229|54229|Glonville|1
05422950|54000|05422950|Godbrange|0
05423000|54230|54230|Gogney|1
05423100|54231|54231|Gondrecourt Aix|1
05423200|54232|54232|Gondreville|1
05423300|54233|54233|Gondrexon|1
05423400|54234|54234|Gorcy|1
05423500|54235|54235|Goviller|1
05423600|54236|54236|Grand-Failly|1
05423650|54174|05423650|Grandmenil|0
05423700|54237|54237|Grimonviller|1
05423800|54238|54238|Gripport|1
05423900|54239|54239|Griscourt|1
05424000|54240|54240|Grosrouvres|1
05424100|54241|54241|Gugney|1
05424200|54242|54242|Gye|1
05424300|54243|54243|Hablainville|1
05424350|54469|05424350|Habonville|0
05424400|54244|54244|Hagéville|1
05424500|54245|54245|Haigneville|1
05424600|54246|54246|Halloville|1
05424650|54476|05424650|Ham les Saint Jean|0
05424700|54247|54247|Hammeville|1
05424800|54248|54248|Hamonville|1
05424850|54024|05424850|Han|0
05424870|54602|54602|Han Devant Pierrepont|1
05424900|54249|54249|Hannonville Suzémont|1
05425000|54250|54250|Haraucourt|1
05425100|54251|54251|Harbouey|1
05425200|54252|54252|Haroué|1
05425300|54253|54253|Hatrize|1
05425400|54254|54254|Haucourt Moulaine|1
05425500|54255|54255|Haudonville|1
05425600|54256|54256|Haussonville|1
05425700|54257|54257|Heillecourt|1
05425800|54258|54258|Hénaménil|1
05425900|54259|54259|Herbéviller|1
05426000|54260|54260|Hériménil|1
05426100|54261|54261|Herserange|1
05426139|54000|05426139|Heumont|0
05426200|54262|54262|Hoéville|1
05426300|54263|54263|Homécourt|1
05426400|54264|54264|Houdelmont|1
05426500|54265|54265|Houdemont|1
05426550|54000|05426550|Houdlemont|0
05426600|54266|54266|Houdreville|1
05426700|54000|05426700|Housselmont|0
05426800|54268|54268|Housséville|1
05426900|54269|54269|Hudiviller|1
05427000|54270|54270|Hussigny Godbrange|1
05427100|54271|54271|Igney|1
05427150|54302|05427150|Immonville|0
05427200|54272|54272|Jaillon|1
05427300|54273|54273|Jarny|1
05427400|54274|54274|Jarville la Malgrange|1
05427500|54275|54275|Jaulny|1
05427600|54276|54276|Jeandelaincourt|1
05427700|54277|54277|Jeandelize|1
05427800|54278|54278|Jevoncourt|1
05427900|54279|54279|Jezainville|1
05428000|54280|54280|Joeuf|1
05428100|54281|54281|Jolivet|1
05428200|54282|54282|Joppécourt|1
05428300|54283|54283|Jouaville|1
05428400|54284|54284|Joudreville|1
05428500|54285|54285|Juvrecourt|1
05428600|54286|54286|Labry|1
05428700|54287|54287|Lachapelle|1
05428800|54288|54288|Lagney|1
05428900|54289|54289|Laître sous Amance|1
05429000|54290|54290|Laix|1
05429100|54291|54291|Laloeuf|1
05429150|54000|05429150|Lamalmaison|0
05429200|54292|54292|Lamath|1
05429300|54293|54293|Landécourt|1
05429400|54294|54294|Landremont|1
05429500|54295|54295|Landres|1
05429600|54296|54296|Laneuvelotte|1
05429700|54297|54297|Laneuveville aux Bois|1
05429800|54298|54298|Laneuveville derrière Foug|1
05429900|54299|54299|Laneuveville devant Bayon|1
05430000|54300|54300|Laneuveville-devant-Nancy|1
05430100|54301|54301|Lanfroicourt|1
05430200|54302|54302|Lantéfontaine|1
05430300|54303|54303|Laronxe|1
05430400|54304|54304|Laxou|1
05430500|54305|54305|Lay Saint Christophe|1
05430600|54306|54306|Lay Saint Remy|1
05430700|54307|54307|Lebeuville|1
05430800|54308|54308|Leintrey|1
05430900|54309|54309|Lemainville|1
05431000|54310|54310|Leménil Mitry|1
05431100|54311|54311|Lenoncourt|1
05431200|54312|54312|Lesménils|1
05431300|54313|54313|Létricourt|1
05431400|54314|54314|Lexy|1
05431500|54315|54315|Leyr|1
05431600|54316|54316|Limey Remenauville|1
05431700|54317|54317|Lironville|1
05431800|54318|54318|Liverdun|1
05431900|54059|05431900|Lixières|0
05432000|54320|54320|Loisy|1
05432100|54321|54321|Longlaville|1
05432200|54322|54322|Longuyon|1
05432300|54323|54323|Longwy|1
05432400|54324|54324|Lorey|1
05432500|54325|54325|Loromontzey|1
05432600|54326|54326|Lubey|1
05432700|54327|54327|Lucey|1
05432800|54328|54328|Ludres|1
05432900|54329|54329|Lunéville|1
05433000|54330|54330|Lupcourt|1
05433050|54300|05433050|La Madeleine|0
05433100|54331|54331|Magnières|1
05433200|54332|54332|Maidières|1
05433300|54333|54333|Mailly sur Seille|1
05433350|54000|05433350|Mainville|0
05433400|54334|54334|Mairy Mainville|1
05433500|54335|54335|Maixe|1
05433600|54336|54336|Maizières|1
05433700|54337|54337|Malavillers|1
05433800|54338|54338|Malleloy|1
05433900|54339|54339|Malzéville|1
05434000|54340|54340|Mamey|1
05434100|54341|54341|Mance|1
05434200|54342|54342|Mancieulles|1
05434300|54343|54343|Mandres aux Quatre Tours|1
05434400|54344|54344|Mangonville|1
05434500|54345|54345|Manoncourt en Vermois|1
05434600|54346|54346|Manoncourt en Woëvre|1
05434700|54059|05434700|Manoncourt sur Seille|0
05434800|54348|54348|Manonville|1
05434900|54349|54349|Manonviller|1
05435000|54350|54350|Marainviller|1
05435100|54351|54351|Marbache|1
05435200|54352|54352|Maron|1
05435300|54353|54353|Mars la Tour|1
05435400|54354|54354|Marthemont|1
05435500|54355|54355|Martincourt|1
05435600|54356|54356|Mattexey|1
05435700|54357|54357|Maxéville|1
05435800|54358|54358|Mazerulles|1
05435900|54359|54359|Méhoncourt|1
05436000|54360|54360|Ménil la Tour|1
05436200|54362|54362|Mercy le Bas|1
05436300|54363|54363|Mercy le Haut|1
05436400|54364|54364|Méréville|1
05436500|54365|54365|Merviller|1
05436600|54366|54366|Messein|1
05436700|54367|54367|Mexy|1
05436800|54368|54368|Mignéville|1
05436900|54369|54369|Millery|1
05437000|54370|54370|Minorville|1
05437100|54371|54371|Moineville|1
05437200|54372|54372|Moivrons|1
05437300|54373|54373|Moncel lès Lunéville|1
05437400|54374|54374|Moncel sur Seille|1
05437420|54084|54084|Mont Bonvillers|1
05437440|54380|54380|Mont le Vignoble|1
05437460|54379|54379|Mont L'Etroit|1
05437470|54382|54382|Mont-Saint-Martin|1
05437480|54383|54383|Mont sur Meurthe|1
05437500|54375|54375|Montauville|1
05437600|54376|54376|Montenoy|1
05437700|54377|54377|Montigny|1
05437800|54378|54378|Montigny-sur-Chiers|1
05438100|54381|54381|Montreux|1
05438400|54059|05438400|Morey|0
05438500|54385|54385|Morfontaine|1
05438600|54386|54386|Moriviller|1
05438700|54387|54387|Morville sur Seille|1
05438800|54388|54388|Mouacourt|1
05438900|54389|54389|Mouaville|1
05438950|54000|05438950|Moulaine|0
05438970|54000|05438970|Moulins|0
05439000|54390|54390|Mousson|1
05439100|54391|54391|Moutiers|1
05439200|54392|54392|Moutrot|1
05439300|54393|54393|Moyen|1
05439400|54394|54394|Murville|1
05439500|54395|54395|Nancy|1
05439600|54396|54396|Neufmaisons|1
05439700|54397|54397|Neuves Maisons|1
05439800|54398|54398|Neuviller lès Badonviller|1
05439900|54399|54399|Neuviller sur Moselle|1
05439950|54322|05439950|Noers|0
05440000|54400|54400|Nomeny|1
05440100|54401|54401|Nonhigny|1
05440200|54402|54402|Norroy le Sec|1
05440300|54403|54403|Norroy lès Pont à Mousson|1
05440400|54404|54404|Noviant aux Prés|1
05440500|54405|54405|Ochey|1
05440600|54406|54406|Ogéviller|1
05440700|54407|54407|Ognéville|1
05440800|54408|54408|Olley|1
05440900|54409|54409|Omelmont|1
05441000|54410|54410|Onville|1
05441100|54411|54411|Ormes et Ville|1
05441200|54412|54412|Othe|1
05441300|54413|54413|Ozerailles|1
05441400|54414|54414|Pagney derrière Barine|1
05441500|54415|54415|Pagny sur Moselle|1
05441600|54416|54416|Pannes|1
05441700|54417|54417|Parey Saint Césaire|1
05441800|54418|54418|Parroy|1
05441900|54419|54419|Parux|1
05442000|54420|54420|Petit Failly|1
05442150|54236|05442150|Petit Xivry|0
05442170|54421|54421|Petitmont|1
05442200|54422|54422|Pettonville|1
05442300|54423|54423|Pexonne|1
05442400|54424|54424|Phlin|1
05442450|54382|05442450|Piedmont|0
05442500|54425|54425|Piennes|1
05442600|54426|54426|Pierre la Treiche|1
05442700|54427|54427|Pierre Percée|1
05442800|54428|54428|Pierrepont|1
05442900|54429|54429|Pierreville|1
05443000|54430|54430|Pompey|1
05443100|54431|54431|Pont à Mousson|1
05443200|54432|54432|Pont Saint Vincent|1
05443300|54433|54433|Port sur Seille|1
05443400|54434|54434|Praye|1
05443500|54435|54435|Prény|1
05443600|54436|54436|Preutin Higny|1
05443700|54437|54437|Pulligny|1
05443800|54438|54438|Pulney|1
05443900|54439|54439|Pulnoy|1
05444000|54440|54440|Puxe|1
05444100|54441|54441|Puxieux|1
05444200|54442|54442|Quevilloncourt|1
05444300|54443|54443|Raon lès Leau|1
05444400|54444|54444|Raucourt|1
05444500|54445|54445|Raville sur Sânon|1
05444600|54446|54446|Réchicourt la Petite|1
05444700|54447|54447|Réclonville|1
05444900|54449|54449|Rehainviller|1
05445000|54450|54450|Reherrey|1
05445100|54451|54451|Réhon|1
05445200|54452|54452|Reillon|1
05445300|54453|54453|Rembercourt sur Mad|1
05445500|54455|54455|Remenoville|1
05445600|54456|54456|Réméréville|1
05445700|54457|54457|Remoncourt|1
05445800|54458|54458|Repaix|1
05445850|54590|05445850|Revemont|0
05445900|54459|54459|Richardménil|1
05446000|54460|54460|Rogéville|1
05446100|54461|54461|Romain|1
05446200|54462|54462|Rosières aux Salines|1
05446300|54463|54463|Rosières en Haye|1
05446400|54464|54464|Rouves|1
05446500|54465|54465|Roville devant Bayon|1
05446600|54466|54466|Royaumeix|1
05446700|54467|54467|Rozelieures|1
05446800|54468|54468|Saffais|1
05446900|54469|54469|Saint-Ail|1
05447000|54470|54470|Saint Baussant|1
05447100|54471|54471|Saint Boingt|1
05447200|54472|54472|Saint Clément|1
05447300|54473|54473|Saint Firmin|1
05447400|54474|54474|Sainte Geneviève|1
05447500|54475|54475|Saint Germain|1
05447600|54476|54476|Saint-Jean-lès-Longuyon|1
05447700|54477|54477|Saint Julien lès Gorze|1
05447800|54478|54478|Saint Marcel|1
05447900|54479|54479|Saint Mard|1
05448000|54480|54480|Saint Martin|1
05448100|54481|54481|Saint Maurice aux Forges|1
05448200|54482|54482|Saint Max|1
05448300|54483|54483|Saint Nicolas de Port|1
05448350|54485|54485|Saint Pancré|1
05448400|54484|54484|Sainte Pôle|1
05448600|54486|54486|Saint Remimont|1
05448700|54487|54487|Saint Rémy aux Bois|1
05448800|54488|54488|Saint Sauveur|1
05448900|54489|54489|Saint Supplet|1
05449000|54490|54490|Saizerais|1
05449100|54491|54491|Sancy|1
05449200|54492|54492|Sanzey|1
05449300|54493|54493|Saulnes|1
05449400|54494|54494|Saulxerotte|1
05449500|54495|54495|Saulxures lès Nancy|1
05449600|54496|54496|Saulxures lès Vannes|1
05449700|54497|54497|Saxon Sion|1
05449800|54498|54498|Seichamps|1
05449900|54499|54499|Seicheprey|1
05450000|54500|54500|Selaincourt|1
05450100|54501|54501|Seranville|1
05450200|54502|54502|Serres|1
05450300|54059|05450300|Serrières|0
05450400|54504|54504|Serrouville|1
05450500|54505|54505|Sexey aux Forges|1
05450600|54506|54506|Sexey les Bois|1
05450650|54000|05450650|Sion|0
05450700|54507|54507|Sionviller|1
05450800|54508|54508|Sivry|1
05450900|54509|54509|Sommerviller|1
05451000|54510|54510|Sornéville|1
05451100|54511|54511|Sponville|1
05451200|54512|54512|Tanconville|1
05451300|54513|54513|Tantonville|1
05451400|54514|54514|Tellancourt|1
05451500|54515|54515|Thélod|1
05451600|54516|54516|They sous Vaudemont|1
05451700|54517|54517|Thézey Saint Martin|1
05451800|54518|54518|Thiaucourt Regniéville|1
05451900|54519|54519|Thiaville sur Meurthe|1
05452000|54520|54520|Thiébauménil|1
05452100|54521|54521|Thil|1
05452200|54522|54522|Thorey Lyautey|1
05452300|54523|54523|Thuilley aux Groseilles|1
05452400|54524|54524|Thumeréville|1
05452500|54525|54525|Tiercelet|1
05452600|54526|54526|Tomblaine|1
05452700|54527|54527|Tonnoy|1
05452800|54528|54528|Toul|1
05452900|54529|54529|Tramont Emy|1
05453000|54530|54530|Tramont Lassus|1
05453100|54531|54531|Tramont Saint André|1
05453200|54532|54532|Tremblecourt|1
05453300|54533|54533|Trieux|1
05453400|54534|54534|Trondes|1
05453500|54535|54535|Tronville|1
05453600|54536|54536|Tucquegnieux|1
05453700|54537|54537|Ugny|1
05453750|54000|05453750|Urcourt|0
05453800|54538|54538|Uruffe|1
05453900|54539|54539|Vacqueville|1
05454000|54540|54540|Val et Châtillon|1
05454100|54541|54541|Valhey|1
05454200|54542|54542|Valleroy|1
05454300|54543|54543|Vallois|1
05454400|54544|54544|Vandelainville|1
05454500|54545|54545|Vandeléville|1
05454600|54546|54546|Vandières|1
05454650|54000|05454650|Vandoeuvre|0
05454700|54547|54547|Vandoeuvre les Nancy|1
05454800|54548|54548|Vannes le Châtel|1
05454900|54549|54549|Varangéville|1
05455000|54550|54550|Vathiménil|1
05455100|54551|54551|Vaucourt|1
05455200|54552|54552|Vaudémont|1
05455300|54553|54553|Vaudeville|1
05455400|54554|54554|Vaudigny|1
05455450|54138|05455450|Vaux Varnimont|0
05455500|54555|54555|Vaxainville|1
05455600|54556|54556|Vého|1
05455700|54557|54557|Velaine en Haye|1
05455800|54558|54558|Velaine sous Amance|1
05455900|54559|54559|Velle sur Moselle|1
05456000|54560|54560|Veney|1
05456100|54561|54561|Vennezey|1
05456200|54562|54562|Verdenal|1
05456300|54563|54563|Vézelise|1
05456400|54564|54564|Viéville en Haye|1
05456500|54565|54565|Vigneulles|1
05456600|54566|54566|Vilcey sur Trey|1
05456700|54567|54567|Villacourt|1
05456750|54322|05456750|Villancy|0
05456800|54568|54568|Ville au Montois|1
05456900|54569|54569|Ville au Val|1
05457100|54571|54571|Ville en Vermois|1
05457200|54572|54572|Ville Houdlémont|1
05457250|54581|54581|Ville sur Yron|1
05457280|54570|54570|Villecey sur Mad|1
05457300|54573|54573|Villers en Haye|1
05457400|54574|54574|Villers la Chèvre|1
05457500|54575|54575|Villers la Montagne|1
05457600|54576|54576|Villers le Rond|1
05457700|54577|54577|Villers lès Moivrons|1
05457800|54578|54578|Villers lès Nancy|1
05457900|54579|54579|Villers sous Prény|1
05458000|54580|54580|Villerupt|1
05458200|54582|54582|Villette|1
05458300|54583|54583|Villey le Sec|1
05458400|54584|54584|Villey Saint Etienne|1
05458500|54585|54585|Virecourt|1
05458600|54586|54586|Viterne|1
05458700|54587|54587|Vitrey|1
05458800|54588|54588|Vitrimont|1
05458900|54589|54589|Vittonville|1
05459000|54590|54590|Viviers-sur-Chiers|1
05459100|54591|54591|Voinémont|1
05459200|54592|54592|Vroncourt|1
05459300|54593|54593|Waville|1
05459400|54594|54594|Xammes|1
05459500|54595|54595|Xermaménil|1
05459600|54596|54596|Xeuilley|1
05459700|54597|54597|Xirocourt|1
05459800|54598|54598|Xivry Circourt|1
05459900|54599|54599|Xonville|1
05460000|54600|54600|Xousse|1
05460100|54601|54601|Xures|1
05500100|55001|55001|Abainville|1
05500150|55002|55002|Abaucourt-Hautecourt|1
05500200|55000|05500200|Abaucourt les Souppleville|0
05500300|55229|05500300|Ailly sur Meuse|0
05500400|55004|55004|Aincreville|1
05500500|55005|55005|Amanty|1
05500600|55040|05500600|Amblaincourt|0
05500700|55007|55007|Ambly sur Meuse|1
05500800|55008|55008|Amel sur l'Etang|1
05500900|55009|55009|Ancemont|1
05501000|55010|55010|Ancerville|1
05501100|55011|55011|Andernay|1
05501200|55012|55012|Apremont-la-Forêt|1
05501300|55013|55013|Arrancy sur Crusne|1
05501400|55014|55014|Aubréville|1
05501500|55015|55015|Aulnois en Perthois|1
05501600|55184|05501600|Aulnois sous Vertuzey|0
05501700|55017|55017|Autrécourt sur Aire|1
05501800|55018|55018|Autréville Saint Lambert|1
05501900|55388|05501900|Auzécourt|0
05502000|55117|05502000|Auzéville en Argonne|0
05502100|55021|55021|Avillers Sainte Croix|1
05502200|55022|55022|Avioth|1
05502300|55023|55023|Avocourt|1
05502400|55024|55024|Azannes et Soumazannes|1
05502500|55025|55025|Baâlon|1
05502550|55000|05502550|Badonvilliers|0
05502600|55026|55026|Badonvilliers-Gérauvilliers|1
05502700|55027|55027|Bannoncourt|1
05502800|55028|55028|Bantheville|1
05502900|55029|55029|Bar le Duc|1
05502950|55000|05502950|Baroncourt|0
05503000|55030|55030|Baudignécourt|1
05503100|55031|55031|Baudonvilliers|1
05503200|55032|55032|Baudrémont|1
05503250|55033|55033|Baulny|1
05503400|55034|55034|Bazeilles sur Othain|1
05503500|55000|05503500|Bazincourt Montplonne|0
05503550|55035|55035|Bazincourt sur Saulx|1
05503600|55036|55036|Beauclair|1
05503700|55037|55037|Beaufort en Argonne|1
05503800|55038|55038|Beaulieu en Argonne|1
05504000|55040|55040|Beausite|1
05504050|55000|05504050|Beauzée sur Aire|0
05504100|55041|55041|Behonne|1
05504200|55042|55042|Belleray|1
05504300|55043|55043|Belleville sur Meuse|1
05504400|55044|55044|Belrain|1
05504500|55045|55045|Belrupt en Verdunois|1
05504600|55046|55046|Beney en Woëvre|1
05504650|55000|05504650|Benoite Vaux|0
05504700|55047|55047|Béthelainville|1
05504800|55048|55048|Béthincourt|1
05504900|55049|55049|Beurey sur Saulx|1
05505100|55051|55051|Biencourt sur Orge|1
05505200|55551|05505200|Billy sous les Côtes|0
05505300|55053|55053|Billy sous Mangiennes|1
05505400|55054|55054|Bislée|1
05505500|55055|55055|Blanzée|1
05505600|55385|05505600|Blercourt|0
05505700|55057|55057|Boinville en Woëvre|1
05505800|55058|55058|Boncourt sur Meuse|1
05505900|55059|55059|Bonnet|1
05506000|55060|55060|Bonzée|1
05506100|55061|55061|Le Bouchon sur Saulx|1
05506200|55062|55062|Bouconville sur Madt|1
05506300|55063|55063|Bouligny|1
05506400|55064|55064|Bouquemont|1
05506500|55065|55065|Boureuilles|1
05506600|55066|55066|Bovée sur Barboure|1
05506700|55067|55067|Boviolles|1
05506800|55068|55068|Brabant en Argonne|1
05506850|55069|55069|Brabant le Roi|1
05506900|55000|05506900|Brabant lès Villers|0
05507000|55070|55070|Brabant sur Meuse|1
05507100|55071|55071|Brandeville|1
05507200|55072|55072|Braquis|1
05507300|55073|55073|Bras sur Meuse|1
05507400|55229|05507400|Brasseitte|0
05507500|55075|55075|Brauvilliers|1
05507600|55076|55076|Bréhéville|1
05507700|55077|55077|Breux|1
05507800|55078|55078|Brieulles sur Meuse|1
05507900|55079|55079|Brillon en Barrois|1
05508000|55080|55080|Brixey aux Chanoines|1
05508100|55081|55081|Brizeaux|1
05508200|55082|55082|Brocourt en Argonne|1
05508300|55083|55083|Brouennes|1
05508400|55084|55084|Broussey en Blois|1
05508500|55000|05508500|Broussey en Woëvre|0
05508550|55085|55085|Broussey-Raulecourt|1
05508600|55389|05508600|Bulainville|0
05508700|55087|55087|Bure|1
05508800|55088|55088|Burey en Vaux|1
05508900|55089|55089|Burey la Côte|1
05509000|55366|05509000|Bussy la Côte|0
05509100|55457|05509100|Butgnéville|0
05509200|55093|05509200|Buxerulles|0
05509300|55093|55093|Buxières-sous-les-Côtes|1
05509350|55000|05509350|Buzy|0
05509400|55094|55094|Buzy-Darmont|1
05509500|55095|55095|Cesse|1
05509600|55096|55096|Chaillon|1
05509700|55097|55097|Chalaines|1
05509800|55473|05509800|Champlon|0
05509900|55099|55099|Champneuville|1
05510000|55100|55100|Champougny|1
05510036|55358|55358|Chanteraine|1
05510100|55101|55101|Chardogne|1
05510200|55102|55102|Charny sur Meuse|1
05510300|55103|55103|Charpentry|1
05510400|55104|55104|Chassey Beaupré|1
05510500|55105|55105|Châtillon sous les Côtes|1
05510600|55106|55106|Chattancourt|1
05510700|55107|55107|Chaumont devant Damvillers|1
05510800|55108|55108|Chaumont sur Aire|1
05510900|55109|55109|Chauvency le Château|1
05511000|55110|55110|Chauvency Saint Hubert|1
05511100|55111|55111|Chauvoncourt|1
05511200|55358|05511200|Chennevières|0
05511300|55113|55113|Cheppy|1
05511350|55000|05511350|Chonville|0
05511400|55114|55114|Chonville-Malaumont|1
05511500|55115|55115|Cierges sous Montfaucon|1
05511600|55116|55116|Le Claon|1
05511700|55117|55117|Clermont-en-Argonne|1
05511800|55000|05511800|Les Cléry|0
05511875|55118|55118|Cléry le Grand|1
05511925|55119|55119|Cléry le Petit|1
05512000|55120|55120|Combles en Barrois|1
05512100|55121|55121|Combres sous les Côtes|1
05512200|55122|55122|Commercy|1
05512300|55000|05512300|Condé en Barrois|0
05512400|55124|55124|Consenvoye|1
05512500|55125|55125|Contrisson|1
05512600|55258|05512600|Corniéville|0
05512700|55127|55127|Courcelles en Barrois|1
05512800|55128|55128|Courcelles sur Aire|1
05512900|55129|55129|Courouvre|1
05513000|55000|05513000|Cousancelles|0
05513100|55518|05513100|Cousances aux Bois|0
05513200|55132|55132|Cousances les Forges|1
05513218|55518|55518|Cousances-lès-Triconville|1
05513300|55133|55133|Couvertpuis|1
05513400|55134|55134|Couvonges|1
05513500|55341|05513500|Crépion|0
05513600|55551|05513600|Creuë|0
05513700|55137|55137|Cuisy|1
05513750|55000|05513750|Culey|0
05513800|55000|05513800|Cumières le Mort Homme|0
05514000|55140|55140|Cunel|1
05514100|55141|55141|Dagonville|1
05514200|55142|55142|Dainville Bertheléville|1
05514300|55143|55143|Damloup|1
05514400|55144|55144|Dammarie sur Saulx|1
05514500|55145|55145|Damvillers|1
05514600|55146|55146|Dannevoux|1
05514700|55094|05514700|Darmont|0
05514750|55000|05514750|Delouze|0
05514800|55148|55148|Delouze-Rosières|1
05514900|55149|55149|Delut|1
05515000|55150|55150|Demange aux Eaux|1
05515100|55274|05515100|Deuxnouds aux Bois|0
05515200|55040|05515200|Deuxnouds devant Beauzée|0
05515300|55153|55153|Dieppe sous Douaumont|1
05515400|55154|55154|Dieue sur Meuse|1
05515500|55155|55155|Dombasle en Argonne|1
05515600|55156|55156|Dombras|1
05515700|55157|55157|Dommartin la Montagne|1
05515800|55158|55158|Dommary Baroncourt|1
05515900|55159|55159|Dompcevrin|1
05516000|55160|55160|Dompierre aux Bois|1
05516100|55179|05516100|Domremy aux Bois|0
05516200|55162|55162|Domremy la Canne|1
